time_s_,P_C17_bar_,U_P_C17_bar_,TT_TCJ11_celsius_,U_TT_TCJ11_celsius_,P_1_EMPTY_bar_,P_2_EMPTY_bar_,P_A40_bar_,P_4_EMPTY_bar_,P_5_EMPTY_bar_,P_6_EMPTY_bar_,P_P35_bar_,P_R21_bar_,P_Q21_bar_,P_D14_bar_,P_T14_bar_,P_S14_bar_,P_F10_bar_,P_G7_bar_,P_H7_bar_,P_I7_bar_,U_P_1_EMPTY_bar_,U_P_2_EMPTY_bar_,U_P_A40_bar_,U_P_4_EMPTY_bar_,U_P_5_EMPTY_bar_,U_P_6_EMPTY_bar_,U_P_P35_bar_,U_P_R21_bar_,U_P_Q21_bar_,U_P_D14_bar_,U_P_T14_bar_,U_P_S14_bar_,U_P_F10_bar_,U_P_G7_bar_,U_P_H7_bar_,U_P_I7_bar_,Pratio_1_EMPTY,Pratio_2_EMPTY,Pratio_A40,Pratio_4_EMPTY,Pratio_5_EMPTY,Pratio_6_EMPTY,Pratio_P35,Pratio_R21,Pratio_Q21,Pratio_D14,Pratio_T14,Pratio_S14,Pratio_F10,Pratio_G7,Pratio_H7,Pratio_I7,U_Pratio_1_EMPTY,U_Pratio_2_EMPTY,U_Pratio_A40,U_Pratio_4_EMPTY,U_Pratio_5_EMPTY,U_Pratio_6_EMPTY,U_Pratio_P35,U_Pratio_R21,U_Pratio_Q21,U_Pratio_D14,U_Pratio_T14,U_Pratio_S14,U_Pratio_F10,U_Pratio_G7,U_Pratio_H7,U_Pratio_I7,U_Pratio_H7,U_Pratio_I7
2.710686,0.109611,0.01121,19.959247,0.883014,0,0,0.108435,0,0,0,0.10953,0.109724,0.109857,0.109984,0.110033,0.110302,0.11031,0.109953,0.109817,0.109835,0,0,0.032118,0,0,0,0.024774,0.012182,0.016033,0.008853,0.006713,0.013806,0.012578,0.006893,0.019114,0.006674,0,0,0.98927115,0,0,0,0.999261023,1.001030918,1.0022443,1.003402943,1.003849979,1.006304112,1.006377097,1.003120125,1.001879373,1.002043591,0,0,0.309992982,0,0,0,0.248047875,0.151104752,0.178610616,0.130590939,0.11954417,0.162653423,0.154145983,0.120330089,0.202255162,0.119203419,0.202255162,0.119203419
2.811082,0.109584,0.011262,19.957699,0.883046,0,0,0.109637,0,0,0,0.109757,0.109263,0.109792,0.109998,0.110189,0.110003,0.110252,0.109818,0.109965,0.109902,0,0,0.0319,0,0,0,0.02448,0.012273,0.016079,0.008977,0.006835,0.013801,0.012679,0.006842,0.019108,0.006745,0,0,1.000483647,0,0,0,1.001578698,0.99707074,1.001898087,1.003777924,1.005520879,1.003823551,1.00609578,1.002135348,1.003476785,1.002901883,0,0,0.30872596,0,0,0,0.245964145,0.151799708,0.179250939,0.131728622,0.120702155,0.162799126,0.155169891,0.120437513,0.20258263,0.12004865,0.20258263,0.12004865
2.911478,0.109873,0.011199,19.955503,0.883451,0,0,0.108582,0,0,0,0.109579,0.109688,0.109666,0.109832,0.110348,0.110125,0.109856,0.109863,0.110028,0.110004,0,0,0.031824,0,0,0,0.024582,0.012399,0.016103,0.008738,0.006609,0.013939,0.012567,0.006865,0.01912,0.006778,0,0,0.988250071,0,0,0,0.997324183,0.998316238,0.998116007,0.999626842,1.004323173,1.002293557,0.999845276,0.999908986,1.00141072,1.001192286,0,0,0.306658955,0,0,0,0.245741975,0.151950281,0.178409154,0.129251871,0.118731895,0.162884674,0.153192905,0.119545302,0.201744999,0.119245282,0.201744999,0.119245282
3.011873,0.109904,0.011149,19.958862,0.882953,0,0,0.110221,0,0,0,0.109354,0.109986,0.109374,0.109674,0.109828,0.109886,0.110313,0.109911,0.109932,0.109876,0,0,0.031443,0,0,0,0.024544,0.012183,0.016077,0.009018,0.006766,0.013906,0.012659,0.006826,0.019091,0.00675,0,0,1.002884335,0,0,0,0.994995633,1.000746106,0.99517761,0.997907265,0.999308487,0.999836221,1.00372143,1.000063692,1.000254768,0.999745232,0,0,0.303645476,0,0,0,0.245072951,0.150313232,0.177736239,0.130309005,0.118602071,0.16216293,0.153734851,0.118951695,0.201170988,0.118564464,0.201170988,0.118564464
3.112269,0.109599,0.011211,19.960281,0.883407,0,0,0.109405,0,0,0,0.109101,0.109398,0.109662,0.109898,0.10996,0.11013,0.110182,0.109814,0.110014,0.110008,0,0,0.031992,0,0,0,0.024611,0.012359,0.015945,0.008915,0.006668,0.013857,0.012599,0.006826,0.019115,0.006762,0,0,0.998229911,0,0,0,0.995456163,0.998166042,1.000574823,1.002728127,1.003293826,1.004844935,1.005319392,1.001961697,1.003786531,1.003731786,0,0,0.309244792,0,0,0,0.246563433,0.152122345,0.17788017,0.130908947,0.119306371,0.162943439,0.154239522,0.119931455,0.202388708,0.119784409,0.202388708,0.119784409
3.212665,0.109462,0.011146,19.962296,0.883191,0,0,0.110544,0,0,0,0.109258,0.109468,0.110048,0.109947,0.110212,0.110246,0.110203,0.110013,0.109946,0.110049,0,0,0.032005,0,0,0,0.024568,0.012565,0.015947,0.008759,0.006818,0.013873,0.012629,0.006823,0.019113,0.006748,0,0,1.009884709,0,0,0,0.99813634,1.000054814,1.005353456,1.004430761,1.006851693,1.007162303,1.006769473,1.00503371,1.004421626,1.005362592,0,0,0.309940507,0,0,0,0.246382879,0.153446964,0.178055878,0.129859368,0.119960665,0.163033669,0.154338125,0.119826251,0.202357172,0.119499955,0.202357172,0.119499955
3.313061,0.109914,0.011306,19.958604,0.883629,0,0,0.109362,0,0,0,0.10976,0.109833,0.109577,0.109663,0.110019,0.109917,0.109902,0.110071,0.109932,0.10996,0,0,0.031799,0,0,0,0.024631,0.012083,0.0161,0.008839,0.006839,0.013878,0.012627,0.006827,0.019112,0.006718,0,0,0.994977892,0,0,0,0.998598905,0.99926306,0.996933967,0.997716396,1.000955292,1.000027294,0.999890824,1.001428389,1.000163764,1.000418509,0,0,0.306877425,0,0,0,0.246513399,0.15049905,0.178806343,0.130381487,0.120301139,0.162860059,0.154194393,0.120286379,0.202036745,0.11968799,0.202036745,0.11968799
3.413456,0.109733,0.011121,19.963586,0.883394,0,0,0.108639,0,0,0,0.109472,0.109564,0.10965,0.109856,0.109994,0.110283,0.110291,0.109892,0.109998,0.10998,0,0,0.031978,0,0,0,0.024824,0.012266,0.015924,0.008789,0.00688,0.013935,0.012616,0.006809,0.019109,0.00673,0,0,0.990030346,0,0,0,0.997621499,0.998459898,0.999243619,1.001120903,1.002378501,1.005012166,1.00508507,1.001448972,1.002414953,1.002250918,0,0,0.308205735,0,0,0,0.247787259,0.15077884,0.176957891,0.129263931,0.119377225,0.162790366,0.153602827,0.118958294,0.201607839,0.118653925,0.201607839,0.118653925
3.513852,0.109771,0.011181,19.961027,0.883805,0,0,0.109649,0,0,0,0.109625,0.109701,0.109546,0.109844,0.110301,0.110037,0.110121,0.109891,0.110102,0.110127,0,0,0.031869,0,0,0,0.024919,0.012365,0.015902,0.008836,0.00661,0.013865,0.012621,0.00679,0.019107,0.006701,0,0,0.998888595,0,0,0,0.998669958,0.999362309,0.997950278,1.000665021,1.004828233,1.002423227,1.003188456,1.001093185,1.003015368,1.003243115,0,0,0.307634691,0,0,0,0.248757787,0.151823261,0.176970039,0.12987754,0.11874922,0.162416462,0.153820133,0.119263646,0.201829931,0.119033101,0.201829931,0.119033101
3.614248,0.109628,0.011241,19.95617,0.883294,0,0,0.108986,0,0,0,0.108992,0.109831,0.109571,0.110123,0.109919,0.110391,0.110089,0.109882,0.109952,0.109851,0,0,0.031852,0,0,0,0.024628,0.012356,0.01598,0.008862,0.006907,0.013851,0.01261,0.006886,0.019109,0.006756,0,0,0.994143832,0,0,0,0.994198562,1.001851717,0.99948006,1.00451527,1.002654431,1.006959901,1.00420513,1.002316926,1.002955449,1.002034152,0,0,0.307909552,0,0,0,0.246698692,0.152499636,0.178187198,0.130934175,0.120579297,0.163168659,0.154380759,0.120449787,0.202384221,0.119810804,0.202384221,0.119810804
3.714644,0.109874,0.011218,19.956915,0.884098,0,0,0.110138,0,0,0,0.109895,0.109637,0.10949,0.109698,0.110007,0.109995,0.110037,0.109997,0.109986,0.109849,0,0,0.031803,0,0,0,0.024749,0.012106,0.016068,0.009052,0.006733,0.013815,0.012642,0.006809,0.019114,0.006719,0,0,1.002402752,0,0,0,1.000191128,0.997842984,0.996505088,0.998398165,1.001210477,1.001101261,1.001483517,1.001119464,1.001019349,0.999772467,0,0,0.307010521,0,0,0,0.247316033,0.150063436,0.178150583,0.131065341,0.119182887,0.162038279,0.153927578,0.11953206,0.201763506,0.118991453,0.201763506,0.118991453
3.81504,0.109694,0.011227,19.956759,0.883097,0,0,0.109774,0,0,0,0.10916,0.109567,0.109384,0.110042,0.109859,0.110357,0.110042,0.109892,0.110113,0.109884,0,0,0.032109,0,0,0,0.024625,0.011991,0.016148,0.008737,0.006845,0.013953,0.0126,0.006828,0.019111,0.006789,0,0,1.000729302,0,0,0,0.995131912,0.998842234,0.997173957,1.003172462,1.001504184,1.006044086,1.003172462,1.001805021,1.003819717,1.001732091,0,0,0.310116298,0,0,0,0.246512397,0.149667347,0.179127613,0.12994496,0.120002455,0.163651628,0.154064013,0.11994826,0.202258063,0.119757754,0.202258063,0.119757754
3.915435,0.10971,0.011386,19.959178,0.883371,0,0,0.108635,0,0,0,0.109472,0.109827,0.110055,0.109837,0.110101,0.110422,0.110145,0.109933,0.109958,0.109973,0,0,0.031804,0,0,0,0.024701,0.012559,0.016091,0.008814,0.006761,0.013872,0.012601,0.006812,0.019103,0.00669,0,0,0.99020144,0,0,0,0.997830644,1.001066448,1.003144654,1.001157597,1.003563941,1.006489837,1.003964999,1.002032631,1.002260505,1.002397229,0,0,0.307567725,0,0,0,0.2478222,0.154590591,0.179862009,0.131339891,0.121018741,0.164008521,0.155076246,0.121119643,0.20282581,0.120585997,0.20282581,0.120585997
4.015831,0.109839,0.011358,19.955646,0.883924,0,0,0.109986,0,0,0,0.110232,0.109642,0.109257,0.109831,0.11009,0.110338,0.109984,0.1099,0.109915,0.109968,0,0,0.031805,0,0,0,0.024613,0.012314,0.016099,0.008978,0.006606,0.01382,0.012613,0.006868,0.019115,0.006743,0,0,1.001338322,0,0,0,1.003577964,0.998206466,0.994701336,0.999927166,1.002285163,1.004543013,1.001320114,1.000555358,1.000691922,1.001174446,0,0,0.307516688,0,0,0,0.246946166,0.152390968,0.179059365,0.131803991,0.119828349,0.163159301,0.154620019,0.120890011,0.202467605,0.120360392,0.202467605,0.120360392
4.116227,0.110077,0.011114,19.959413,0.883052,0,0,0.109518,0,0,0,0.110048,0.109709,0.109596,0.109933,0.110202,0.110205,0.110254,0.109972,0.109948,0.110055,0,0,0.031815,0,0,0,0.02473,0.012378,0.015923,0.008719,0.006787,0.01388,0.012684,0.006793,0.019108,0.006728,0,0,0.994921737,0,0,0,0.999736548,0.996656886,0.995630331,0.998691825,1.001135569,1.001162822,1.001607965,0.999046122,0.998828093,0.99980014,0,0,0.305984021,0,0,0,0.246295002,0.150899644,0.17615263,0.128223842,0.118401019,0.161608712,0.15331168,0.118249406,0.20075567,0.118007433,0.20075567,0.118007433
4.216623,0.10985,0.011183,19.959449,0.8834,0,0,0.108495,0,0,0,0.109431,0.109172,0.109515,0.109852,0.110118,0.110169,0.109976,0.109929,0.110104,0.109952,0,0,0.031666,0,0,0,0.024721,0.012289,0.01597,0.008914,0.006725,0.013781,0.012628,0.006843,0.019116,0.006798,0,0,0.987664998,0,0,0,0.996185708,0.993827947,0.996950387,1.000018207,1.00243969,1.00290396,1.001147019,1.000719162,1.002312244,1.000928539,0,0,0.305297928,0,0,0,0.246838593,0.150835225,0.177301971,0.130188158,0.119005211,0.161748098,0.153631329,0.119411889,0.201728471,0.119216916,0.201728471,0.119216916
4.317018,0.109593,0.011237,19.966758,0.883493,0,0,0.10949,0,0,0,0.109036,0.109305,0.109853,0.109959,0.11003,0.110527,0.110264,0.109939,0.10998,0.109895,0,0,0.032067,0,0,0,0.024508,0.012332,0.016141,0.008863,0.006815,0.013881,0.012633,0.00681,0.019111,0.006731,0,0,0.999060159,0,0,0,0.994917559,0.997372095,1.002372414,1.003339629,1.003987481,1.008522442,1.006122654,1.003157136,1.003531247,1.00275565,0,0,0.310014006,0,0,0,0.245796328,0.152052608,0.179596576,0.130857997,0.120266964,0.163510875,0.15469312,0.120170499,0.202475972,0.119764002,0.202475972,0.119764002
4.417414,0.121266,0.030143,19.9622,0.882992,0,0,0.115589,0,0,0,0.109165,0.109878,0.109187,0.109814,0.110286,0.110701,0.110775,0.110513,0.110463,0.110312,0,0,0.036605,0,0,0,0.024768,0.01294,0.016097,0.008891,0.006738,0.013954,0.012702,0.006998,0.019175,0.006811,0,0,0.953185559,0,0,0,0.900211106,0.906090743,0.900392526,0.905562977,0.909455247,0.912877476,0.913487705,0.911327165,0.910914848,0.909669652,0,0,0.383737885,0,0,0,0.302963359,0.249225589,0.260213589,0.2367348,0.232790987,0.254422075,0.250059994,0.233762902,0.276172963,0.232987127,0.276172963,0.232987127
4.51781,0.180924,0.036369,20.003069,0.886651,0,0,0.167501,0,0,0,0.100019,0.099369,0.101017,0.103136,0.106694,0.107641,0.107565,0.107578,0.107759,0.107477,0,0,0.044952,0,0,0,0.024655,0.013377,0.016942,0.010228,0.00736,0.014295,0.013062,0.007463,0.019351,0.007343,0,0,0.925808627,0,0,0,0.552823285,0.549230616,0.558339413,0.570051513,0.589717229,0.594951471,0.594531405,0.594603259,0.595603679,0.594045013,0,0,0.31042897,0,0,0,0.1758396,0.132875988,0.14617021,0.12777673,0.125329605,0.143338613,0.139625529,0.126443584,0.1605437,0.126122513,0.1605437,0.126122513
4.618206,0.30373,0.145644,20.482355,1.021275,0,0,0.27362,0,0,0,0.129912,0.090913,0.087051,0.091817,0.095101,0.09909,0.106281,0.108246,0.10915,0.10611,0,0,0.127936,0,0,0,0.058559,0.017651,0.023912,0.023638,0.023243,0.027579,0.014023,0.008438,0.020808,0.008359,0,0,0.900865901,0,0,0,0.42772199,0.299321766,0.286606526,0.302298094,0.313110328,0.326243703,0.349919336,0.356388898,0.359365226,0.349356336,0,0,0.603349844,0,0,0,0.281492144,0.154848832,0.158385273,0.164528053,0.16851925,0.180881776,0.174028637,0.173138272,0.185440769,0.16976823,0.185440769,0.16976823
4.718602,0.723447,0.358922,21.961582,1.611865,0,0,0.655282,0,0,0,0.299541,0.166922,0.099452,0.076198,0.086332,0.087087,0.094624,0.106188,0.097428,0.091089,0,0,0.335606,0,0,0,0.15259,0.081054,0.04083,0.020956,0.027544,0.033039,0.032973,0.025607,0.024258,0.020928,0,0,0.905777479,0,0,0,0.414046917,0.230731484,0.137469642,0.105326306,0.119334243,0.120377858,0.130796036,0.146780621,0.134671925,0.125909707,0,0,0.645867857,0,0,0,0.29442314,0.160176613,0.088525936,0.059746922,0.070390394,0.075182807,0.079298359,0.080968482,0.074756327,0.068840394,0.074756327,0.068840394
4.818997,1.629708,0.715477,25.561389,3.024822,0,0,1.508292,0,0,0,0.70382,0.380974,0.218334,0.147464,0.167503,0.180144,0.217858,0.204775,0.128686,0.082469,0,0,0.681048,0,0,0,0.328582,0.178592,0.10671,0.064097,0.06681,0.082107,0.110971,0.088166,0.054271,0.024098,0,0,0.92549831,0,0,0,0.431868776,0.233768258,0.133971239,0.090484921,0.102780989,0.110537593,0.133679162,0.125651344,0.078962612,0.050603544,0,0,0.582861639,0,0,0,0.276764783,0.150138964,0.088015454,0.055901159,0.060964644,0.069952069,0.089893734,0.077264214,0.048069868,0.026687061,0.048069868,0.026687061
4.919393,3.06826,0.91039,31.512264,3.962335,0,0,2.887988,0,0,0,1.39363,0.786685,0.459246,0.291288,0.312032,0.363459,0.429871,0.389794,0.246236,0.14895,0,0,0.885848,0,0,0,0.449369,0.273944,0.164426,0.099452,0.106482,0.118008,0.139152,0.122416,0.080168,0.048575,0,0,0.941246179,0,0,0,0.454208574,0.256394504,0.149676364,0.094935892,0.101696727,0.118457693,0.140102534,0.127040733,0.080252651,0.04854543,0,0,0.401686849,0,0,0,0.199028819,0.117298536,0.069599821,0.042942808,0.045988067,0.052101921,0.061521436,0.054887981,0.035350944,0.021403516,0.035350944,0.021403516
5.019789,4.569064,0.774798,38.205742,3.831451,0,0,4.329014,0,0,0,2.131697,1.244367,0.735179,0.458586,0.478306,0.557941,0.657338,0.597509,0.380216,0.232613,0,0,0.75391,0,0,0,0.390888,0.246521,0.154912,0.089007,0.084641,0.117145,0.115463,0.112562,0.077238,0.047572,0,0,0.947461887,0,0,0,0.466550042,0.272346152,0.160903634,0.100367603,0.104683585,0.122112757,0.143867103,0.130772736,0.083215293,0.050910427,0,0,0.230303039,0,0,0,0.11652543,0.071020756,0.043520106,0.025868096,0.025657181,0.032956553,0.035125197,0.033146357,0.022020227,0.013525368,0.022020227,0.013525368
5.120185,5.558332,0.372471,43.330689,2.331847,0,0,5.284603,0,0,0,2.644917,1.580642,0.944416,0.583695,0.597863,0.697888,0.81662,0.752021,0.479856,0.296222,0,0,0.36093,0,0,0,0.201648,0.136953,0.081741,0.053295,0.056339,0.052106,0.066827,0.052881,0.040339,0.02571,0,0,0.950753391,0,0,0,0.475847251,0.284373442,0.169909966,0.105012619,0.107561585,0.125557092,0.146918176,0.135296164,0.086330935,0.053293326,0,0,0.090970687,0,0,0,0.048300309,0.031148538,0.018598541,0.011893505,0.012437465,0.012596442,0.015539513,0.013141992,0.009281039,0.005843715,0.009281039,0.005843715
5.22058,5.948041,0.112061,45.417833,0.974807,0,0,5.658431,0,0,0,2.861463,1.731946,1.032297,0.643802,0.654507,0.75636,0.884479,0.809979,0.520102,0.324132,0,0,0.110994,0,0,0,0.06982,0.047621,0.033681,0.019676,0.020697,0.029082,0.021444,0.01737,0.022998,0.011705,0,0,0.95131002,0,0,0,0.481076543,0.29117923,0.173552435,0.108237653,0.110037406,0.127161195,0.148700892,0.136175759,0.08744089,0.054493908,0,0,0.025873536,0,0,0,0.014830195,0.009705299,0.006538763,0.003886007,0.004050383,0.005444732,0.004565758,0.003887175,0.004202805,0.002219588,0.004202805,0.002219588
5.320976,6.042987,0.030242,44.577435,1.497233,0,0,5.752052,0,0,0,2.92094,1.773095,1.057791,0.660792,0.670465,0.773647,0.902528,0.823155,0.531539,0.332579,0,0,0.041692,0,0,0,0.029982,0.01707,0.01745,0.010826,0.008718,0.014318,0.014368,0.014376,0.01989,0.007205,0,0,0.951855763,0,0,0,0.483360298,0.293413671,0.175044394,0.109348572,0.110949271,0.128023939,0.149351306,0.136216576,0.087959646,0.055035531,0,0,0.008383961,0,0,0,0.00551973,0.003183619,0.003017595,0.001873214,0.001545825,0.002454454,0.002492344,0.002474699,0.003320724,0.00122369,0.003320724,0.00122369
5.421372,6.065057,0.014857,41.715338,2.254951,0,0,5.77216,0,0,0,2.935315,1.783618,1.064378,0.666476,0.671645,0.777169,0.907446,0.828058,0.533732,0.334308,0,0,0.032441,0,0,0,0.024431,0.012997,0.016133,0.009015,0.010504,0.015844,0.013214,0.011554,0.019575,0.006746,0,0,0.951707461,0,0,0,0.483971544,0.294080995,0.175493487,0.109887838,0.110740097,0.128138779,0.149618709,0.136529302,0.088001152,0.055120339,0,0,0.005834814,0,0,0,0.004198994,0.002260775,0.002694506,0.001510561,0.001753004,0.002631132,0.002209322,0.001934146,0.003234696,0.001120439,0.003234696,0.001120439
5.521768,6.054535,0.017827,38.065279,2.243183,0,0,5.762553,0,0,0,2.931522,1.781539,1.060389,0.662952,0.675755,0.779405,0.904173,0.81776,0.52828,0.333195,0,0,0.033961,0,0,0,0.025436,0.013199,0.016634,0.009372,0.00784,0.017372,0.013722,0.011033,0.01998,0.006774,0,0,0.951774661,0,0,0,0.484186151,0.294248691,0.175139627,0.109496766,0.111611379,0.128730778,0.149338141,0.135065699,0.087253604,0.055032302,0,0,0.006270283,0,0,0,0.004436451,0.002345871,0.00279534,0.001581149,0.001335947,0.002894182,0.002308661,0.001865161,0.003309991,0.001130504,0.003309991,0.001130504
5.622164,6.017996,0.032117,34.715905,2.020169,0,0,5.728077,0,0,0,2.91429,1.77281,1.055317,0.664967,0.664821,0.768972,0.903556,0.822084,0.531233,0.332215,0,0,0.043288,0,0,0,0.027666,0.014643,0.016215,0.009807,0.007393,0.01566,0.014777,0.007571,0.019449,0.006819,0,0,0.951824661,0,0,0,0.484262535,0.294584775,0.175360203,0.110496418,0.110472157,0.127778749,0.15014234,0.136604278,0.08827407,0.055203593,0,0,0.008805916,0,0,0,0.005273861,0.002896916,0.002852322,0.001733027,0.00136263,0.002690065,0.002582902,0.00145403,0.003265963,0.001170775,0.003265963,0.001170775
5.722559,5.989866,0.018964,31.953484,1.685154,0,0,5.701551,0,0,0,2.899587,1.763684,1.052094,0.659942,0.662464,0.767738,0.898643,0.818836,0.529337,0.331531,0,0,0.034686,0,0,0,0.025221,0.01345,0.01662,0.009079,0.007468,0.014615,0.012838,0.007882,0.019414,0.007044,0,0,0.951866202,0,0,0,0.484082115,0.29444465,0.175645666,0.110176421,0.110597466,0.128172817,0.150027229,0.136703559,0.088372094,0.055348651,0,0,0.006528021,0,0,0,0.004480865,0.002431278,0.002829864,0.001555347,0.001295009,0.002473469,0.002195289,0.001385238,0.003253195,0.00118897,0.003253195,0.00118897
5.822955,5.954991,0.027785,29.630389,1.560879,0,0,5.666864,0,0,0,2.884321,1.754833,1.046321,0.656698,0.658302,0.761671,0.89372,0.814985,0.525858,0.329422,0,0,0.03898,0,0,0,0.028161,0.014896,0.017594,0.009036,0.009466,0.016294,0.0135,0.012791,0.019659,0.007179,0,0,0.95161588,0,0,0,0.484353545,0.294682729,0.175704884,0.110276909,0.110546263,0.127904643,0.150079152,0.13685747,0.088305423,0.055318639,0,0,0.007909578,0,0,0,0.005241222,0.002854404,0.003066127,0.001602247,0.001671179,0.002800517,0.00237269,0.002240853,0.003326876,0.001232864,0.003326876,0.001232864
5.923351,5.914871,0.02658,27.596961,1.384783,0,0,5.628443,0,0,0,2.865202,1.74217,1.039033,0.652227,0.654728,0.7588,0.886259,0.808346,0.52071,0.327368,0,0,0.039353,0,0,0,0.027116,0.015058,0.016479,0.010519,0.008391,0.015497,0.014812,0.013104,0.020375,0.006893,0,0,0.951574937,0,0,0,0.484406507,0.294540659,0.175664524,0.110269015,0.110691848,0.128286821,0.149835728,0.136663336,0.088034042,0.0553466,0,0,0.007908914,0,0,0,0.005074938,0.002869309,0.002895703,0.001846143,0.001503308,0.00268268,0.002593139,0.002298978,0.003467349,0.001191613,0.003467349,0.001191613
6.023747,5.868471,0.033229,26.008096,1.193616,0,0,5.586278,0,0,0,2.842355,1.727771,1.02917,0.645412,0.652135,0.755251,0.879332,0.795943,0.514589,0.324127,0,0,0.042506,0,0,0,0.031074,0.017363,0.020251,0.009354,0.010011,0.017001,0.013062,0.016979,0.021578,0.007635,0,0,0.95191371,0,0,0,0.484343366,0.294415871,0.175372767,0.109979584,0.111125198,0.128696384,0.149840052,0.135630388,0.087687065,0.055231933,0,0,0.009028562,0,0,0,0.005963145,0.003396024,0.003590848,0.001711272,0.001818242,0.002987252,0.002382016,0.002993448,0.003710309,0.001338081,0.003710309,0.001338081
6.124142,5.823791,0.028898,24.738722,1.123175,0,0,5.542255,0,0,0,2.820535,1.715197,1.023248,0.641131,0.645906,0.747572,0.872747,0.796335,0.513822,0.322253,0,0,0.042757,0,0,0,0.026656,0.013559,0.016324,0.009658,0.010266,0.014312,0.013557,0.010538,0.019358,0.006892,0,0,0.951657606,0,0,0,0.484312538,0.294515548,0.17570136,0.110088257,0.11090817,0.128365183,0.149858915,0.136738252,0.088228097,0.055333888,0,0,0.008729304,0,0,0,0.005169627,0.002748865,0.002935444,0.001746023,0.001846679,0.00253871,0.002443749,0.001932502,0.003352658,0.001214856,0.003352658,0.001214856
6.224538,5.777141,0.027901,23.595853,1.082395,0,0,5.496208,0,0,0,2.798513,1.703042,1.018064,0.635081,0.636545,0.7408,0.86603,0.792996,0.511189,0.32113,0,0,0.039297,0,0,0,0.027912,0.014356,0.017571,0.008987,0.012252,0.021527,0.013251,0.008465,0.019365,0.006948,0,0,0.951371621,0,0,0,0.484411407,0.294789758,0.176222806,0.109929981,0.110183393,0.128229517,0.149906329,0.137264436,0.088484771,0.055586319,0,0,0.008208565,0,0,0,0.00536807,0.002863911,0.003158302,0.001643716,0.002186514,0.003777349,0.002405241,0.001608245,0.003379135,0.001232269,0.003379135,0.001232269
6.324934,5.731495,0.025315,22.628392,1.011566,0,0,5.453797,0,0,0,2.776083,1.6896,1.006403,0.632994,0.631662,0.729015,0.862001,0.788625,0.506773,0.317345,0,0,0.038938,0,0,0,0.027595,0.015874,0.017048,0.009327,0.008138,0.014507,0.013454,0.012362,0.019538,0.007096,0,0,0.951548767,0,0,0,0.484355827,0.294792196,0.175591709,0.110441342,0.110208942,0.127194563,0.150397235,0.13759499,0.08841899,0.055368625,0,0,0.007988613,0,0,0,0.005268518,0.003060401,0.003073889,0.001698862,0.001500996,0.0025927,0.002439562,0.002240839,0.003431181,0.001261993,0.003431181,0.001261993
6.42533,5.693485,0.03133,21.867721,0.964516,0,0,5.41958,0,0,0,2.757871,1.676794,0.998869,0.626141,0.634629,0.73149,0.853731,0.774457,0.499992,0.314419,0,0,0.04121,0,0,0,0.028074,0.015021,0.017342,0.009687,0.008306,0.015521,0.01414,0.012261,0.020506,0.007158,0,0,0.951891504,0,0,0,0.484390668,0.294511007,0.175440701,0.109974998,0.111465825,0.128478428,0.149948757,0.136025123,0.087818269,0.055224349,0,0,0.008934608,0,0,0,0.005605233,0.003096281,0.003195271,0.001805839,0.001582561,0.002816282,0.002617025,0.00227989,0.003633935,0.001293432,0.003633935,0.001293432
6.525726,5.647698,0.026604,21.274939,0.936798,0,0,5.376379,0,0,0,2.735152,1.662742,0.991022,0.618951,0.628829,0.728978,0.844623,0.766251,0.495481,0.311848,0,0,0.040013,0,0,0,0.028176,0.013882,0.016576,0.009003,0.009882,0.014458,0.013155,0.009282,0.019466,0.006879,0,0,0.951959365,0,0,0,0.484295017,0.294410572,0.175473618,0.109593502,0.111342533,0.129075244,0.149551729,0.135674925,0.087731497,0.055216833,0,0,0.008384733,0,0,0,0.005485789,0.002822246,0.003049176,0.001675611,0.001826657,0.002631196,0.00243347,0.001763394,0.003471401,0.001245481,0.003471401,0.001245481
6.626121,5.605367,0.031882,20.78428,0.923451,0,0,5.333798,0,0,0,2.713821,1.651116,0.983954,0.616959,0.619805,0.71903,0.841994,0.764539,0.493842,0.309729,0,0,0.040974,0,0,0,0.029029,0.015917,0.019554,0.008806,0.010531,0.018652,0.013164,0.012635,0.019522,0.006889,0,0,0.951551968,0,0,0,0.48414689,0.294559839,0.175537837,0.110065764,0.110573491,0.128275276,0.150212109,0.136394102,0.088101635,0.055255793,0,0,0.009095318,0,0,0,0.005865387,0.003297006,0.003628508,0.001691134,0.001981207,0.003406573,0.002499046,0.002383852,0.003518599,0.001268549,0.003518599,0.001268549
6.726517,5.559173,0.024034,20.339167,0.917677,0,0,5.289374,0,0,0,2.690866,1.637018,0.976177,0.612498,0.616782,0.714098,0.833135,0.760051,0.488759,0.307084,0,0,0.038428,0,0,0,0.026169,0.013718,0.016264,0.009913,0.008842,0.014464,0.014013,0.010557,0.019442,0.006872,0,0,0.951467781,0,0,0,0.484040702,0.294471498,0.175597521,0.110177899,0.110948517,0.128453998,0.149866716,0.136720156,0.087919372,0.055239152,0,0,0.008043877,0,0,0,0.005151543,0.002776684,0.003022507,0.001845703,0.001661278,0.002660434,0.002602637,0.001988886,0.003517878,0.001259012,0.003517878,0.001259012
