time_s_,P_C17_bar_,U_P_C17_bar_,TT_TCJ11_celsius_,U_TT_TCJ11_celsius_,P_1_EMPTY_bar_,P_2_EMPTY_bar_,P_A40_bar_,P_4_EMPTY_bar_,P_5_EMPTY_bar_,P_6_EMPTY_bar_,P_P35_bar_,P_R21_bar_,P_Q21_bar_,P_D14_bar_,P_T14_bar_,P_S14_bar_,P_F10_bar_,P_G7_bar_,P_H7_bar_,P_I7_bar_,U_P_1_EMPTY_bar_,U_P_2_EMPTY_bar_,U_P_A40_bar_,U_P_4_EMPTY_bar_,U_P_5_EMPTY_bar_,U_P_6_EMPTY_bar_,U_P_P35_bar_,U_P_R21_bar_,U_P_Q21_bar_,U_P_D14_bar_,U_P_T14_bar_,U_P_S14_bar_,U_P_F10_bar_,U_P_G7_bar_,U_P_H7_bar_,U_P_I7_bar_,Pratio_1_EMPTY,Pratio_2_EMPTY,Pratio_A40,Pratio_4_EMPTY,Pratio_5_EMPTY,Pratio_6_EMPTY,Pratio_P35,Pratio_R21,Pratio_Q21,Pratio_D14,Pratio_T14,Pratio_S14,Pratio_F10,Pratio_G7,Pratio_H7,Pratio_I7,U_Pratio_1_EMPTY,U_Pratio_2_EMPTY,U_Pratio_A40,U_Pratio_4_EMPTY,U_Pratio_5_EMPTY,U_Pratio_6_EMPTY,U_Pratio_P35,U_Pratio_R21,U_Pratio_Q21,U_Pratio_D14,U_Pratio_T14,U_Pratio_S14,U_Pratio_F10,U_Pratio_G7,U_Pratio_H7,U_Pratio_I7,U_Pratio_H7,U_Pratio_I7
18.874406,2.485426,0.01443,10.641955,0.877239,0,0,2.358859,0,0,0,1.168684,0.71408,0.429471,0.34574,0.458766,0.567718,0.794687,0.901621,0.864181,0.757241,0,0,0.032809,0,0,0,0.025289,0.01269,0.016091,0.030026,0.031025,0.032647,0.029104,0.051181,0.034299,0.08647,0,0,0.949076335,0,0,0,0.470214764,0.287306884,0.17279573,0.139106938,0.184582442,0.22841879,0.319738749,0.362763164,0.347699348,0.304672519,0,0,0.014304434,0,0,0,0.010534789,0.005371336,0.00655141,0.012107792,0.012528686,0.01320215,0.011856094,0.020699871,0.013946915,0.034835755,0.013946915,0.034835755
18.974802,2.473591,0.014692,10.611225,0.876861,0,0,2.348641,0,0,0,1.164932,0.711003,0.426888,0.336763,0.466448,0.565226,0.788441,0.90083,0.855616,0.780609,0,0,0.032365,0,0,0,0.025251,0.012881,0.016051,0.030428,0.023198,0.025681,0.029345,0.032578,0.027868,0.048085,0,0,0.949486394,0,0,0,0.470947703,0.287437576,0.172578248,0.136143364,0.188571191,0.228504227,0.318743479,0.364179042,0.345900353,0.315577232,0,0,0.014247837,0,0,0,0.01058454,0.005480128,0.006569408,0.012327694,0.009444913,0.010470408,0.012013431,0.013346771,0.011452007,0.019529507,0.011452007,0.019529507
19.075198,2.456921,0.014968,10.580751,0.876179,0,0,2.332277,0,0,0,1.156309,0.705736,0.423616,0.359993,0.456668,0.562687,0.782604,0.900965,0.840177,0.796422,0,0,0.033215,0,0,0,0.024808,0.012496,0.016208,0.029778,0.018545,0.022807,0.026931,0.021312,0.027436,0.030266,0,0,0.94926821,0,0,0,0.470633366,0.287244075,0.172417428,0.146522009,0.185870038,0.229021202,0.318530388,0.366704912,0.341963376,0.324154501,0,0,0.014703961,0,0,0,0.01049638,0.005378671,0.006679977,0.012152875,0.00763253,0.009387026,0.011131728,0.008957337,0.011359492,0.012475957,0.011359492,0.012475957
19.175594,2.442143,0.015517,10.548603,0.876503,0,0,2.318275,0,0,0,1.150903,0.702377,0.421773,0.341155,0.472943,0.57699,0.796176,0.91894,0.832688,0.827472,0,0,0.033516,0,0,0,0.025649,0.013387,0.016163,0.030083,0.023729,0.027915,0.036236,0.02736,0.031555,0.045874,0,0,0.949278973,0,0,0,0.471267653,0.287606827,0.172706103,0.139694932,0.193659012,0.236263806,0.326015307,0.376284272,0.340966111,0.338830281,0,0,0.014990943,0,0,0,0.010921176,0.005778238,0.006708723,0.012350216,0.009794069,0.011528689,0.014981684,0.011455547,0.013101392,0.01890729,0.013101392,0.01890729
19.275989,2.428341,0.014303,10.501798,0.876714,0,0,2.305126,0,0,0,1.142225,0.697091,0.418754,0.349118,0.466452,0.573256,0.794632,0.917377,0.826145,0.843071,0,0,0.032344,0,0,0,0.024816,0.012669,0.015913,0.031879,0.026209,0.01814,0.020392,0.018293,0.025037,0.028044,0,0,0.949259597,0,0,0,0.470372571,0.287064708,0.17244448,0.143768112,0.192086696,0.236068987,0.32723246,0.377779315,0.340209633,0.347179824,0,0,0.014445313,0,0,0,0.010588214,0.00548429,0.006631282,0.013155175,0.010852104,0.007598425,0.008615855,0.007854884,0.010503253,0.011728272,0.010503253,0.011728272
19.376385,2.415841,0.01344,10.46949,0.876659,0,0,2.29426,0,0,0,1.137287,0.694067,0.416183,0.359034,0.469159,0.580807,0.800626,0.91611,0.831651,0.848495,0,0,0.032627,0,0,0,0.025264,0.012704,0.016046,0.018304,0.014957,0.020556,0.022775,0.016565,0.026918,0.016054,0,0,0.949673426,0,0,0,0.470762356,0.287298295,0.172272513,0.148616569,0.194201108,0.24041607,0.331406744,0.379209559,0.344249063,0.351221376,0,0,0.014502076,0,0,0,0.0107806,0.005496159,0.006710783,0.007621636,0.006284779,0.008613317,0.009605954,0.007174028,0.011305681,0.006926613,0.011305681,0.006926613
19.476781,2.402707,0.015261,10.457085,0.876027,0,0,2.280784,0,0,0,1.128423,0.690214,0.416754,0.392396,0.478558,0.59283,0.800204,0.912936,0.85863,0.856055,0,0,0.033669,0,0,0,0.025347,0.012969,0.016103,0.05299,0.022811,0.031213,0.034465,0.022715,0.04589,0.016166,0,0,0.949255985,0,0,0,0.469646528,0.287265156,0.173451861,0.163314129,0.199174514,0.246734204,0.333042689,0.379961435,0.357359428,0.35628772,0,0,0.015254994,0,0,0,0.010962988,0.005697708,0.00679197,0.022078672,0.009577791,0.01308495,0.014499374,0.009757095,0.019233692,0.00709862,0.019233692,0.00709862
19.577177,2.387972,0.013372,10.450131,0.876042,0,0,2.266464,0,0,0,1.122545,0.685186,0.413256,0.393941,0.484258,0.60868,0.816969,0.91856,0.875756,0.861835,0,0,0.033166,0,0,0,0.024779,0.012715,0.016186,0.018385,0.015934,0.023344,0.026089,0.012689,0.029541,0.013886,0,0,0.949116656,0,0,0,0.470082983,0.286932175,0.173057306,0.164968852,0.202790485,0.254894111,0.342118333,0.384661127,0.366736293,0.360906661,0,0,0.014870947,0,0,0,0.010705268,0.005561745,0.006847061,0.007754224,0.006768546,0.009879312,0.011091867,0.005733696,0.012540047,0.00615616,0.012540047,0.00615616
19.677573,2.374832,0.013298,10.42262,0.876642,0,0,2.255198,0,0,0,1.115699,0.680956,0.410798,0.394982,0.487263,0.621606,0.825494,0.916603,0.885175,0.859836,0,0,0.032549,0,0,0,0.025279,0.012785,0.016055,0.020278,0.019307,0.025551,0.020985,0.015911,0.029044,0.014195,0,0,0.949624226,0,0,0,0.469801232,0.286738599,0.172979815,0.166319975,0.205177882,0.261747357,0.347601009,0.385965407,0.372731629,0.362061822,0,0,0.014701183,0,0,0,0.010964796,0.00561787,0.006829515,0.008589349,0.008210618,0.010858449,0.009048245,0.007039803,0.012406732,0.006311734,0.012406732,0.006311734
19.777968,2.360251,0.014073,10.379437,0.877363,0,0,2.240455,0,0,0,1.109563,0.677748,0.409578,0.409105,0.494498,0.62939,0.83301,0.92197,0.888882,0.869827,0,0,0.032928,0,0,0,0.02445,0.01277,0.01607,0.023611,0.022956,0.033881,0.030997,0.021166,0.03178,0.023007,0,0,0.949244381,0,0,0,0.470103815,0.287150816,0.173531544,0.173331141,0.209510768,0.266662317,0.352932802,0.390623709,0.376604861,0.368531567,0,0,0.015055437,0,0,0,0.010731592,0.005674882,0.006886768,0.010056841,0.00980598,0.014442615,0.013300454,0.009265212,0.013650627,0.009992294,0.013650627,0.009992294
19.878364,2.34694,0.013167,10.340192,0.876892,0,0,2.22806,0,0,0,1.103491,0.673627,0.410102,0.407605,0.490141,0.629451,0.834688,0.916668,0.883126,0.869418,0,0,0.032772,0,0,0,0.02498,0.012508,0.017802,0.034711,0.033794,0.051671,0.048563,0.024434,0.031663,0.024902,0,0,0.949346809,0,0,0,0.470182876,0.287023529,0.174739022,0.173675083,0.208842578,0.268200721,0.355649484,0.390580074,0.376288273,0.370447476,0,0,0.01494499,0,0,0,0.010965652,0.005567451,0.007648285,0.014821958,0.014446766,0.022067686,0.020788029,0.010639109,0.013655355,0.010812041,0.013655355,0.010812041
19.97876,2.334438,0.0136,10.275912,0.87722,0,0,2.21624,0,0,0,1.098244,0.670301,0.404807,0.406171,0.499047,0.643432,0.848109,0.923863,0.888939,0.874608,0,0,0.032756,0,0,0,0.025189,0.012832,0.016476,0.020008,0.021793,0.03417,0.030744,0.019889,0.028099,0.019006,0,0,0.949367685,0,0,0,0.470453274,0.287135919,0.173406619,0.173990913,0.213776078,0.275626082,0.363303288,0.395753924,0.380793579,0.374654628,0,0,0.015082347,0,0,0,0.011132824,0.005745725,0.007129736,0.008630531,0.009418145,0.014725169,0.013338757,0.008826275,0.012239457,0.008429073,0.012239457,0.008429073
20.079156,2.321883,0.013975,10.246979,0.876445,0,0,2.203858,0,0,0,1.091003,0.666468,0.402353,0.447149,0.519091,0.672042,0.871204,0.939579,0.908829,0.894758,0,0,0.032364,0,0,0,0.024648,0.012327,0.016343,0.055094,0.030878,0.024644,0.026996,0.02107,0.027526,0.020679,0,0,0.949168412,0,0,0,0.469878543,0.287037719,0.173287371,0.192580332,0.223564667,0.289438357,0.375214427,0.404662509,0.391418947,0.38535878,0,0,0.015063995,0,0,0,0.010985788,0.005583077,0.007115538,0.023756449,0.013366591,0.010755816,0.011844067,0.009395702,0.012086852,0.009203198,0.012086852,0.009203198
20.179551,2.309749,0.012765,10.263906,0.87583,0,0,2.192411,0,0,0,1.087019,0.662936,0.401371,0.451962,0.515485,0.676318,0.875133,0.939082,0.909054,0.894943,0,0,0.032477,0,0,0,0.025064,0.012703,0.016421,0.036223,0.024213,0.036793,0.04508,0.023888,0.025929,0.017734,0,0,0.949198809,0,0,0,0.470622133,0.287016468,0.173772561,0.195675807,0.22317793,0.292810171,0.378886624,0.406573182,0.393572635,0.387463313,0,0,0.015007521,0,0,0,0.011158746,0.005723909,0.007174002,0.015719897,0.010555268,0.016011422,0.019629277,0.010583522,0.011434676,0.007970907,0.011434676,0.007970907
20.279947,2.298487,0.013761,10.262655,0.876644,0,0,2.182294,0,0,0,1.080678,0.659903,0.404124,0.4618,0.509428,0.670976,0.865801,0.938198,0.910745,0.898719,0,0,0.032175,0,0,0,0.024651,0.012737,0.016429,0.016975,0.013756,0.026013,0.031031,0.01727,0.024132,0.014903,0,0,0.94944805,0,0,0,0.47016929,0.287103212,0.175821747,0.200914776,0.221636233,0.291920729,0.376683009,0.408180686,0.396236742,0.391004604,0,0,0.015108444,0,0,0,0.011088134,0.005801936,0.00722484,0.00748261,0.006130143,0.011451598,0.013687682,0.007901062,0.01076375,0.006893478,0.01076375,0.006893478
20.380343,2.283985,0.013906,10.236648,0.876988,0,0,2.168317,0,0,0,1.074951,0.655963,0.408552,0.4932,0.525657,0.682016,0.865227,0.93928,0.913521,0.900236,0,0,0.032677,0,0,0,0.024741,0.012561,0.018008,0.044716,0.025291,0.031502,0.029541,0.021138,0.026858,0.015648,0,0,0.949356935,0,0,0,0.470647136,0.287201098,0.178876832,0.215938371,0.23014906,0.298607916,0.378823416,0.411246133,0.399968038,0.39415145,0,0,0.01543051,0,0,0,0.011204988,0.005770897,0.007959328,0.019622157,0.011161499,0.013911868,0.013138014,0.0095876,0.012008774,0.007259316,0.012008774,0.007259316
20.480739,2.271075,0.014185,10.214476,0.876398,0,0,2.156368,0,0,0,1.067125,0.651523,0.404806,0.474676,0.512174,0.665028,0.848094,0.925054,0.902756,0.890841,0,0,0.032681,0,0,0,0.025385,0.012949,0.021712,0.025259,0.017585,0.022976,0.02702,0.021757,0.025132,0.016639,0,0,0.949492201,0,0,0,0.4698766,0.286878681,0.178244224,0.20900939,0.225520513,0.292825204,0.373432846,0.407319882,0.397501624,0.39225521,0,0,0.015564239,0,0,0,0.011556395,0.005976628,0.009624835,0.011198398,0.007870109,0.010280791,0.012123926,0.009912098,0.01134122,0.007725278,0.01134122,0.007725278
20.581135,2.260213,0.013214,10.207445,0.876525,0,0,2.145651,0,0,0,1.063228,0.648928,0.409272,0.491889,0.52032,0.681722,0.864083,0.933582,0.911887,0.900765,0,0,0.032317,0,0,0,0.025201,0.012596,0.018281,0.020872,0.015778,0.02102,0.023677,0.015681,0.021749,0.013528,0,0,0.949313627,0,0,0,0.470410532,0.287109224,0.181076739,0.217629489,0.230208392,0.301618476,0.38230158,0.413050451,0.403451799,0.398531023,0,0,0.015337586,0,0,0,0.011484003,0.005820224,0.008157163,0.009321768,0.007109316,0.009465708,0.010711345,0.007346094,0.009907418,0.006422789,0.009907418,0.006422789
20.68153,2.246914,0.014231,10.190682,0.876084,0,0,2.133079,0,0,0,1.054244,0.643615,0.419105,0.493158,0.524928,0.682949,0.851343,0.926463,0.906803,0.896076,0,0,0.032987,0,0,0,0.025571,0.012955,0.024851,0.031619,0.026762,0.040029,0.033806,0.025287,0.028907,0.018862,0,0,0.94933718,0,0,0,0.469196418,0.286443985,0.186524718,0.219482366,0.233621759,0.303949773,0.378894341,0.412326863,0.403577084,0.39880298,0,0,0.015864584,0,0,0,0.011762087,0.006044378,0.011122973,0.014140683,0.012002116,0.017918811,0.015235703,0.011553128,0.013116668,0.008766393,0.013116668,0.008766393
20.781926,2.233641,0.012334,10.155089,0.876784,0,0,2.119923,0,0,0,1.04803,0.640755,0.416211,0.523768,0.546752,0.720038,0.882294,0.937983,0.916506,0.903096,0,0,0.032265,0,0,0,0.025044,0.01252,0.025946,0.035027,0.03319,0.052356,0.050074,0.03496,0.034376,0.029045,0,0,0.949088506,0,0,0,0.469202526,0.286865705,0.186337464,0.234490681,0.244780607,0.322360666,0.395002599,0.419934537,0.410319295,0.404315644,0,0,0.015366349,0,0,0,0.011507645,0.005824729,0.011661494,0.015734938,0.014920497,0.023507249,0.022523965,0.015822416,0.015556008,0.013193702,0.015556008,0.013193702
20.882322,2.22217,0.014089,10.112272,0.875961,0,0,2.10858,0,0,0,1.041642,0.636459,0.427243,0.52475,0.55188,0.733101,0.890209,0.942772,0.923032,0.907214,0,0,0.03319,0,0,0,0.024892,0.012931,0.03113,0.025356,0.019064,0.033067,0.030116,0.016991,0.024834,0.015978,0,0,0.948883299,0,0,0,0.468749916,0.286413281,0.192263868,0.236143049,0.248351836,0.329903203,0.400603464,0.42425737,0.415374161,0.408255894,0,0,0.016101963,0,0,0,0.011589213,0.006095845,0.014061765,0.011508274,0.008722307,0.015026785,0.013788469,0.008105475,0.011481673,0.007641983,0.011481673,0.007641983
20.982718,2.208136,0.013855,10.085534,0.875887,0,0,2.095569,0,0,0,1.036977,0.633014,0.41221,0.538505,0.558152,0.752089,0.906406,0.946676,0.925548,0.912305,0,0,0.032393,0,0,0,0.02492,0.012796,0.023483,0.019927,0.011648,0.026815,0.021824,0.011837,0.021334,0.010556,0,0,0.949021709,0,0,0,0.469616455,0.286673466,0.186677813,0.243873113,0.252770663,0.340599039,0.41048468,0.428721782,0.41915353,0.413156164,0,0,0.015832313,0,0,0,0.011663872,0.006067678,0.010699072,0.009153165,0.005508309,0.01233034,0.010213533,0.005997715,0.010013104,0.005438155,0.010013104,0.005438155
21.083113,2.197062,0.012924,10.081857,0.875901,0,0,2.085488,0,0,0,1.030832,0.629256,0.44635,0.551423,0.569711,0.760391,0.910257,0.954892,0.934591,0.920388,0,0,0.032262,0,0,0,0.024628,0.012706,0.043087,0.022012,0.011688,0.026251,0.023914,0.01378,0.022975,0.012286,0,0,0.949216727,0,0,0,0.469186577,0.286407939,0.203157671,0.250981993,0.259305837,0.346094466,0.414306469,0.434622236,0.425382169,0.418917627,0,0,0.015709928,0,0,0,0.011544285,0.006023586,0.019647568,0.01012703,0.005534191,0.012120434,0.011154042,0.006773068,0.010752361,0.0061109,0.010752361,0.0061109
21.183509,2.186552,0.015146,10.066561,0.875838,0,0,2.076193,0,0,0,1.027029,0.626274,0.43415,0.550092,0.569388,0.766551,0.916068,0.955248,0.933972,0.919961,0,0,0.033396,0,0,0,0.024894,0.012533,0.030707,0.01689,0.010979,0.022379,0.017237,0.014439,0.022755,0.01083,0,0,0.949528298,0,0,0,0.469702527,0.286420812,0.198554619,0.251579656,0.260404509,0.350575244,0.418955506,0.436874129,0.42714374,0.420735935,0,0,0.016629376,0,0,0,0.011840823,0.006065512,0.01411076,0.007918626,0.005335315,0.010518981,0.008400392,0.007263924,0.010819231,0.005746818,0.010819231,0.005746818
21.283905,2.17245,0.013207,10.042685,0.876246,0,0,2.061383,0,0,0,1.018814,0.620786,0.45592,0.559314,0.577422,0.772869,0.919646,0.959595,0.939781,0.927049,0,0,0.032517,0,0,0,0.024716,0.012659,0.023686,0.013556,0.009903,0.019855,0.018689,0.012496,0.020946,0.010131,0,0,0.948874773,0,0,0,0.468970057,0.285753872,0.209864439,0.257457709,0.265792999,0.355759166,0.423322056,0.441710971,0.432590393,0.426729729,0,0,0.016040994,0,0,0,0.011728802,0.006080499,0.010977291,0.00643326,0.00483636,0.009391866,0.008979415,0.006347967,0.009993874,0.005336411,0.009993874,0.005336411
21.384301,2.162749,0.014204,10.024936,0.876029,0,0,2.052953,0,0,0,1.013753,0.619619,0.458227,0.562407,0.583972,0.788474,0.927651,0.96303,0.944318,0.931154,0,0,0.032377,0,0,0,0.024818,0.012268,0.024515,0.015675,0.013334,0.02858,0.019455,0.013801,0.024423,0.014161,0,0,0.949233129,0,0,0,0.468733542,0.286496029,0.211872483,0.260042659,0.270013765,0.364570276,0.428922173,0.44528052,0.436628569,0.430541871,0,0,0.016216489,0,0,0,0.011880961,0.005976336,0.0114202,0.00744622,0.006415267,0.013429825,0.009426256,0.007019421,0.011650977,0.007132151,0.011650977,0.007132151
21.484697,2.148545,0.013824,10.0013,0.875945,0,0,2.040141,0,0,0,1.008482,0.616301,0.444734,0.567186,0.591124,0.798821,0.933644,0.961968,0.94566,0.933695,0,0,0.032681,0,0,0,0.024878,0.01231,0.050893,0.01495,0.014391,0.040373,0.02801,0.010718,0.02224,0.01128,0,0,0.94954539,0,0,0,0.469379045,0.286845749,0.206993105,0.263986093,0.275127586,0.371796262,0.4345471,0.447729975,0.440139722,0.434570837,0,0,0.01639186,0,0,0,0.011966364,0.00601938,0.023724604,0.007162505,0.006927995,0.018942513,0.013333174,0.005760536,0.010731584,0.005948214,0.010731584,0.005948214
21.585092,2.137997,0.01205,9.987131,0.876427,0,0,2.02895,0,0,0,1.001815,0.612291,0.469501,0.564935,0.587867,0.794147,0.928439,0.962301,0.945883,0.934742,0,0,0.032575,0,0,0,0.024649,0.012544,0.032508,0.014678,0.010919,0.032371,0.023385,0.012552,0.022184,0.011912,0,0,0.948995719,0,0,0,0.468576429,0.286385341,0.219598531,0.264235637,0.274961564,0.371444394,0.434256456,0.450094645,0.442415495,0.437204542,0,0,0.016147773,0,0,0,0.011827629,0.00608515,0.015255176,0.007024977,0.005337065,0.015284855,0.0112083,0.00639554,0.010671473,0.006092155,0.010671473,0.006092155
21.685488,2.129972,0.013204,9.953819,0.8769,0,0,2.021007,0,0,0,0.997946,0.609804,0.477579,0.569036,0.591298,0.792874,0.929054,0.965978,0.950074,0.936729,0,0,0.032737,0,0,0,0.024485,0.012504,0.018968,0.013682,0.013029,0.025122,0.018952,0.014167,0.022942,0.012787,0,0,0.948842051,0,0,0,0.468525408,0.286296721,0.22421844,0.267156564,0.277608344,0.372246208,0.436181321,0.45351676,0.446049995,0.439784654,0,0,0.016456769,0,0,0,0.011856702,0.006132916,0.009013103,0.00663362,0.006354454,0.012018144,0.009299551,0.007221034,0.011120301,0.006593409,0.011120301,0.006593409
21.785884,2.117538,0.013791,9.915214,0.87573,0,0,2.009256,0,0,0,0.993274,0.606537,0.473124,0.575206,0.600401,0.809071,0.938156,0.967362,0.952726,0.941632,0,0,0.032623,0,0,0,0.024542,0.012942,0.02832,0.015497,0.016418,0.037814,0.019745,0.015036,0.022487,0.009957,0,0,0.9488642,0,0,0,0.469070213,0.286435001,0.223431173,0.271639045,0.283537297,0.382080983,0.443040928,0.45683336,0.44992156,0.444682457,0,0,0.016599301,0,0,0,0.011985735,0.006390172,0.013452953,0.007529198,0.007970213,0.018030073,0.009760741,0.007698831,0.011016263,0.005522475,0.011016263,0.005522475
21.88628,2.103612,0.013837,9.882605,0.876433,0,0,1.996884,0,0,0,0.985903,0.602816,0.485316,0.584289,0.613111,0.819383,0.936119,0.965366,0.955639,0.94559,0,0,0.031778,0,0,0,0.024807,0.013012,0.041761,0.022437,0.026572,0.068246,0.037251,0.015517,0.022765,0.012588,0,0,0.949264408,0,0,0,0.468671504,0.286562351,0.230706043,0.277755118,0.291456314,0.38951242,0.445005543,0.458908772,0.454284821,0.449507799,0,0,0.016345975,0,0,0,0.012188865,0.006466375,0.019909961,0.010821285,0.012776261,0.032543308,0.017948408,0.007970101,0.011226836,0.006674616,0.011226836,0.006674616
21.986675,2.093231,0.012321,9.859083,0.876168,0,0,1.986574,0,0,0,0.981178,0.599709,0.45564,0.572966,0.619845,0.844739,0.944978,0.95732,0.9469,0.939526,0,0,0.032131,0,0,0,0.024805,0.012673,0.047345,0.02288,0.033242,0.065526,0.028229,0.017284,0.025392,0.016533,0,0,0.949046713,0,0,0,0.46873852,0.286499197,0.217673061,0.273723254,0.296118775,0.403557467,0.45144468,0.457340829,0.452362878,0.448840095,0,0,0.016334831,0,0,0,0.012167056,0.006284752,0.022654404,0.011048577,0.015976077,0.031393755,0.013745151,0.008684827,0.01241932,0.008328455,0.01241932,0.008328455
22.087071,2.084029,0.014205,9.841511,0.876371,0,0,1.977823,0,0,0,0.977207,0.595814,0.467724,0.579926,0.619693,0.839345,0.947833,0.96827,0.956997,0.947712,0,0,0.032577,0,0,0,0.025712,0.012674,0.043062,0.016762,0.013572,0.034669,0.019974,0.016844,0.024839,0.013937,0,0,0.949038137,0,0,0,0.468902784,0.285895254,0.224432577,0.27827156,0.297353348,0.402751113,0.454807971,0.464614456,0.459205222,0.45474991,0,0,0.016917334,0,0,0,0.012744898,0.006386073,0.02071941,0.008263694,0.006820489,0.01686055,0.0100732,0.008680702,0.012322876,0.007370938,0.012322876,0.007370938
22.187467,2.071311,0.013804,9.834608,0.876232,0,0,1.964781,0,0,0,0.969978,0.592485,0.502698,0.594937,0.620705,0.821291,0.938168,0.971393,0.962749,0.952563,0,0,0.03312,0,0,0,0.025028,0.012544,0.033359,0.024073,0.015507,0.039452,0.0291,0.018397,0.023854,0.012915,0,0,0.948568805,0,0,0,0.468291821,0.286043477,0.242695568,0.287227268,0.299667698,0.396507816,0.452934398,0.468974963,0.464801761,0.459884102,0,0,0.017194154,0,0,0,0.012479696,0.006349011,0.016186272,0.011778689,0.007748356,0.019229303,0.014369689,0.009415674,0.011925694,0.006947715,0.011925694,0.006947715
22.287863,2.060389,0.013212,9.823361,0.875798,0,0,1.955487,0,0,0,0.965051,0.590119,0.495856,0.591184,0.634404,0.849286,0.949551,0.970771,0.962069,0.95375,0,0,0.032275,0,0,0,0.024597,0.012331,0.034242,0.02165,0.031866,0.051105,0.027257,0.015745,0.024793,0.016982,0,0,0.949086313,0,0,0,0.468382912,0.286411449,0.240661351,0.286928342,0.307904964,0.41219692,0.460860061,0.471159087,0.466935613,0.462898026,0,0,0.016805218,0,0,0,0.012310054,0.006260253,0.016690687,0.01066759,0.015591529,0.024944004,0.013555116,0.008217327,0.012400085,0.008760333,0.012400085,0.008760333
22.388259,2.049377,0.012597,9.794696,0.876377,0,0,1.944681,0,0,0,0.959524,0.586171,0.486447,0.589543,0.639548,0.854908,0.949397,0.967266,0.960005,0.952565,0,0,0.032279,0,0,0,0.024875,0.012518,0.045106,0.025713,0.036602,0.06566,0.024972,0.020343,0.026239,0.015683,0,0,0.948913255,0,0,0,0.468202776,0.286023997,0.237363355,0.287669375,0.312069473,0.417155067,0.463261274,0.471980509,0.468437481,0.46480711,0,0,0.016795934,0,0,0,0.012474353,0.006356182,0.022057921,0.012670727,0.017962777,0.032141448,0.012513466,0.010341696,0.013123181,0.00816851,0.013123181,0.00816851
22.488654,2.038336,0.012798,9.754965,0.87627,0,0,1.935477,0,0,0,0.955293,0.583813,0.501139,0.593398,0.648313,0.863843,0.956299,0.973172,0.96518,0.9581,0,0,0.032381,0,0,0,0.024697,0.012823,0.024552,0.019042,0.025361,0.041261,0.020906,0.013907,0.022986,0.012699,0,0,0.94953776,0,0,0,0.468663164,0.286416469,0.245856915,0.291118834,0.318059927,0.423798137,0.469156704,0.477434535,0.47351369,0.470040268,0,0,0.016967857,0,0,0,0.012468455,0.0065429,0.01214363,0.00951907,0.012601254,0.02041663,0.010671027,0.007452208,0.011662167,0.006893737,0.011662167,0.006893737
22.58905,2.028222,0.012417,9.722513,0.876541,0,0,1.924083,0,0,0,0.950174,0.580966,0.504089,0.599404,0.657685,0.871704,0.954242,0.969935,0.963925,0.956766,0,0,0.032266,0,0,0,0.024678,0.012638,0.044214,0.031259,0.03867,0.075931,0.03029,0.017637,0.024099,0.015428,0,0,0.948655029,0,0,0,0.468476331,0.286441031,0.248537389,0.295531751,0.324266772,0.429787272,0.470482028,0.478219347,0.47525616,0.471726468,0,0,0.016935497,0,0,0,0.012500766,0.006473135,0.021852426,0.015517857,0.019169034,0.037529574,0.01520949,0.00917542,0.012232891,0.008136439,0.012232891,0.008136439
22.689446,2.016023,0.01356,9.695767,0.875736,0,0,1.913192,0,0,0,0.944006,0.577121,0.510508,0.604261,0.662853,0.876735,0.959573,0.977276,0.969688,0.962321,0,0,0.032728,0,0,0,0.02468,0.012207,0.037344,0.020268,0.047194,0.07309,0.024335,0.017448,0.024304,0.015041,0,0,0.948993141,0,0,0,0.468251602,0.286267071,0.253225286,0.299729219,0.32879238,0.434883431,0.47597324,0.48475439,0.480990544,0.47733632,0,0,0.017443738,0,0,0,0.012640575,0.006353765,0.018601738,0.010253599,0.023513683,0.036372355,0.012488129,0.009248467,0.012481971,0.008122225,0.012481971,0.008122225
22.789842,2.008166,0.012458,9.670502,0.876711,0,0,1.907665,0,0,0,0.940006,0.574427,0.537894,0.621582,0.673192,0.876955,0.962689,0.985086,0.9795,0.971034,0,0,0.032578,0,0,0,0.024871,0.012207,0.051763,0.035024,0.028447,0.055262,0.028833,0.015059,0.022592,0.012359,0,0,0.949953838,0,0,0,0.468091781,0.286045576,0.267853355,0.3095272,0.335227267,0.436694476,0.479387162,0.490540125,0.487758482,0.483542695,0,0,0.017260007,0,0,0,0.012720814,0.006332403,0.02582976,0.017546177,0.014317502,0.027651671,0.014662642,0.008092836,0.011649893,0.006846512,0.011649893,0.006846512
22.890237,1.995591,0.013497,9.644496,0.876035,0,0,1.893722,0,0,0,0.934647,0.571087,0.527922,0.616266,0.703516,0.915271,0.971488,0.98225,0.977281,0.970478,0,0,0.032675,0,0,0,0.025078,0.013005,0.041908,0.025123,0.05248,0.065615,0.022276,0.020948,0.026888,0.017125,0,0,0.948952967,0,0,0,0.468355991,0.286174371,0.264544188,0.30881378,0.352535164,0.458646586,0.486817188,0.492210077,0.489720088,0.486311073,0,0,0.017586568,0,0,0,0.012959794,0.006798218,0.021076378,0.012761336,0.026405842,0.033025987,0.01163807,0.011012372,0.01387484,0.00919016,0.01387484,0.00919016
