Time_Iter,Outer_Iter,Inner_Iter,rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],rms[nu],
,0,0,1525,-2.742571964,-0.6447140246,-0.8071341083,3.354393719,-6.900584507
,0,0,1526,-2.742662489,-0.6445837446,-0.8067328522,3.354300043,-6.900552413
,0,0,1527,-2.742655297,-0.6444847151,-0.8062434595,3.354310195,-6.900520312
,0,0,1528,-2.742551811,-0.643910917,-0.8040873439,3.354420543,-6.900488261
,0,0,1529,-2.742337765,-0.6434959475,-0.8019759868,3.35464823,-6.900456209
,0,0,1530,-2.742434799,-0.6437912994,-0.803101933,3.354540883,-6.90042422
,0,0,1531,-2.742638439,-0.644555448,-0.8060936453,3.354321372,-6.900392199
,0,0,1532,-2.742670203,-0.6446133787,-0.806485176,3.354284733,-6.900360207
,0,0,1533,-2.74262066,-0.6446270422,-0.8061419021,3.354342713,-6.900328225
,0,0,1534,-2.742511127,-0.6439155208,-0.8034178184,3.354457477,-6.900296202
,0,0,1535,-2.742273496,-0.6432124656,-0.8007005883,3.354708213,-6.900264178
,0,0,1536,-2.742322957,-0.6431461276,-0.8002122876,3.354661697,-6.90023216
,0,0,1537,-2.742423104,-0.6439227174,-0.8029563285,3.35455337,-6.900200126
,0,0,1538,-2.742454069,-0.6438621086,-0.8029992687,3.354518734,-6.900168104
,0,0,1539,-2.742682033,-0.6447291353,-0.8063238889,3.354273573,-6.90013608
,0,0,1540,-2.742737149,-0.6448364261,-0.8066018977,3.354212935,-6.900104051
,0,0,1541,-2.742416671,-0.643862987,-0.8025162561,3.35455964,-6.900071996
,0,0,1542,-2.742305459,-0.6432743798,-0.8003673805,3.354676847,-6.900039952
,0,0,1543,-2.742500846,-0.6441773512,-0.8037129264,3.35446634,-6.900007887
,0,0,1544,-2.742577761,-0.64414439,-0.8031823422,3.354389631,-6.899975803
,0,0,1545,-2.742626758,-0.6446639961,-0.8052243455,3.354335002,-6.899943725
,0,0,1546,-2.742549976,-0.644167557,-0.8036305882,3.354412975,-6.899911666
,0,0,1547,-2.742530396,-0.6442089514,-0.8035425235,3.35443167,-6.899879621
,0,0,1548,-2.742457736,-0.6439350698,-0.8026298544,3.35450566,-6.89984756
,0,0,1549,-2.742652953,-0.644884016,-0.8062809501,3.354301003,-6.899815479
,0,0,1550,-2.742628028,-0.6445654465,-0.8051568895,3.354324547,-6.899783344
,0,0,1551,-2.742426872,-0.6438232351,-0.8020579782,3.354537852,-6.899751258
,0,0,1552,-2.74240229,-0.6434509315,-0.8001245631,3.354568668,-6.899719177
,0,0,1553,-2.742489267,-0.6443623042,-0.8034937058,3.354472347,-6.899687135
,0,0,1554,-2.74267184,-0.6448058286,-0.8057395606,3.354274368,-6.899655089
,0,0,1555,-2.742713197,-0.6449801723,-0.8065419313,3.354228511,-6.899623058
,0,0,1556,-2.742759292,-0.6450703137,-0.8068746184,3.35417662,-6.899591035
,0,0,1557,-2.742634551,-0.6449228909,-0.8061759774,3.354314158,-6.899559001
,0,0,1558,-2.742539389,-0.6442738344,-0.8037624805,3.35441416,-6.899526954
,0,0,1559,-2.742439281,-0.6439298407,-0.8019328307,3.354520858,-6.899494923
,0,0,1560,-2.742380503,-0.6434756997,-0.8001215662,3.354587767,-6.899462914
,0,0,1561,-2.742496494,-0.6444176757,-0.8037010253,3.354460963,-6.899430901
,0,0,1562,-2.742435042,-0.6441058457,-0.8027463457,3.354524503,-6.899398878
,0,0,1563,-2.742650965,-0.644885037,-0.8059004365,3.354293023,-6.899366869
,0,0,1564,-2.742769776,-0.6449803358,-0.8061950353,3.354171141,-6.899334884
,0,0,1565,-2.74262589,-0.6449535336,-0.8059241762,3.354322143,-6.899302853
,0,0,1566,-2.742518723,-0.644279172,-0.8035227507,3.354434282,-6.899270809
,0,0,1567,-2.742433912,-0.6440273034,-0.8021765373,3.354523575,-6.899238787
,0,0,1568,-2.742295571,-0.643461329,-0.7999961614,3.354668304,-6.899206762
,0,0,1569,-2.742491381,-0.6444593419,-0.8034990704,3.354464139,-6.89917472
,0,0,1570,-2.742460797,-0.644145467,-0.8025768972,3.354495114,-6.899142675
,0,0,1571,-2.742677039,-0.645019839,-0.8062298704,3.35426186,-6.899110682
,0,0,1572,-2.742716346,-0.6450003469,-0.8062395494,3.354223262,-6.899078673
,0,0,1573,-2.742576336,-0.644889874,-0.805487084,3.354370157,-6.899046657
,0,0,1574,-2.742521357,-0.6443799822,-0.8036587696,3.354426619,-6.899014652
,0,0,1575,-2.742460121,-0.6442539356,-0.8029220174,3.354490712,-6.898982658
,0,0,1576,-2.742404742,-0.6440408468,-0.8020064302,3.354546715,-6.898950719
,0,0,1577,-2.742439517,-0.6444113475,-0.8031810724,3.354514,-6.898918733
,0,0,1578,-2.742433928,-0.6442047156,-0.802672741,3.354517838,-6.898886721
,0,0,1579,-2.742659192,-0.6451077779,-0.8064403917,3.354275626,-6.89885469
,0,0,1580,-2.742525653,-0.6443331978,-0.8035492338,3.35442228,-6.898822637
,0,0,1581,-2.742349252,-0.6441076867,-0.8021624936,3.354608067,-6.898790584
,0,0,1582,-2.742437347,-0.6442731156,-0.8027517894,3.354511679,-6.898758559
,0,0,1583,-2.742681715,-0.6452381154,-0.8067630645,3.354248644,-6.898726561
,0,0,1584,-2.742648477,-0.644955171,-0.8058258302,3.354287573,-6.898694614
,0,0,1585,-2.742566614,-0.6450595859,-0.8059988948,3.354372922,-6.898662631
,0,0,1586,-2.742463826,-0.6443759961,-0.8035692231,3.354480787,-6.898630638
,0,0,1587,-2.742304499,-0.6436808355,-0.8007900104,3.354653315,-6.898598649
,0,0,1588,-2.742292156,-0.6436228624,-0.8004876689,3.354665811,-6.898566661
,0,0,1589,-2.742380946,-0.6443657835,-0.8029329303,3.354570345,-6.898534665
,0,0,1590,-2.742501601,-0.6446064555,-0.8042580738,3.354439618,-6.898502663
,0,0,1591,-2.742594412,-0.645079884,-0.8063991853,3.354336912,-6.898470657
,0,0,1592,-2.742604247,-0.6450759139,-0.8065170323,3.354323355,-6.898438679
,0,0,1593,-2.742525318,-0.6450357606,-0.8057433286,3.354413549,-6.898406671
,0,0,1594,-2.742409117,-0.6442814256,-0.8029808118,3.354535818,-6.89837466
,0,0,1595,-2.742307798,-0.6437808889,-0.8009919103,3.354648041,-6.898342636
,0,0,1596,-2.742237769,-0.6435168471,-0.7999879485,3.354721702,-6.898310626
,0,0,1597,-2.742371629,-0.6444594085,-0.8033659669,3.354576811,-6.898278585
,0,0,1598,-2.742341412,-0.6442147707,-0.8028128369,3.354606414,-6.89824655
,0,0,1599,-2.742576704,-0.6451481072,-0.8066556217,3.354352875,-6.898214511
,0,0,1600,-2.742572533,-0.6449126558,-0.8057122428,3.354361963,-6.898182487
,0,0,1601,-2.742483734,-0.6450126891,-0.8057870796,3.354454421,-6.89815041
,0,0,1602,-2.742386248,-0.6443321571,-0.8034303598,3.354556711,-6.898118352
,0,0,1603,-2.742252277,-0.643888288,-0.8015434776,3.3546981,-6.898086292
,0,0,1604,-2.74214431,-0.6434990937,-0.7999881604,3.354810343,-6.898054221
,0,0,1605,-2.74229996,-0.6443840093,-0.8031964258,3.354649036,-6.898022121
,0,0,1606,-2.742290461,-0.6441634464,-0.8027691562,3.354656742,-6.897990091
,0,0,1607,-2.742553816,-0.6451252719,-0.8065493025,3.354375298,-6.897958029
,0,0,1608,-2.742577867,-0.6449589505,-0.8059169126,3.354352481,-6.897925919
,0,0,1609,-2.742419659,-0.6449158566,-0.8054016359,3.354518363,-6.897893854
,0,0,1610,-2.74234366,-0.6443420061,-0.8034449677,3.354596032,-6.897861801
,0,0,1611,-2.742261487,-0.6441219992,-0.8025716505,3.354681583,-6.897829769
,0,0,1612,-2.742167125,-0.6435464812,-0.8002874787,3.354785661,-6.897797733
,0,0,1613,-2.742258151,-0.6443063218,-0.8028218142,3.354685915,-6.897765729
,0,0,1614,-2.742213343,-0.6439967133,-0.8019730844,3.354730931,-6.897733738
,0,0,1615,-2.742513023,-0.6450001931,-0.8060988503,3.354413139,-6.897701711
,0,0,1616,-2.742589348,-0.6451632124,-0.8067385448,3.354330686,-6.897669738
,0,0,1617,-2.742193668,-0.6440639342,-0.8022575137,3.354751659,-6.897637735
,0,0,1618,-2.742092115,-0.6435054829,-0.8002235359,3.354857543,-6.897605775
,0,0,1619,-2.74232449,-0.6444681937,-0.8039713649,3.354606336,-6.897573777
,0,0,1620,-2.742299482,-0.6444077633,-0.8038498085,3.354628379,-6.89754178
,0,0,1621,-2.742338808,-0.6447964049,-0.8052318487,3.354591367,-6.897509755
,0,0,1622,-2.742257422,-0.6441476427,-0.8028232234,3.354675334,-6.897477753
,0,0,1623,-2.742260517,-0.64406436,-0.8023095803,3.354674422,-6.897445737
,0,0,1624,-2.742305211,-0.6442645953,-0.8031458097,3.354623505,-6.897413723
,0,0,1625,-2.742344436,-0.6449229597,-0.8060339796,3.354574958,-6.897381721
,0,0,1626,-2.742440488,-0.6448492884,-0.8059288595,3.35447707,-6.897349704
,0,0,1627,-2.742456792,-0.6449127203,-0.8060556819,3.354458429,-6.897317657
,0,0,1628,-2.742311077,-0.6442057702,-0.8033055692,3.354613088,-6.897285611
,0,0,1629,-2.742073156,-0.6438413099,-0.8017373035,3.354863082,-6.897253576
,0,0,1630,-2.742011616,-0.6433677196,-0.7999035014,3.354931939,-6.897221565
,0,0,1631,-2.742280133,-0.6442681622,-0.8032799275,3.35464659,-6.897189528
,0,0,1632,-2.742231166,-0.6439696155,-0.8023386895,3.354699143,-6.897157482
,0,0,1633,-2.742366625,-0.6449035084,-0.8059807947,3.354551978,-6.897125387
,0,0,1634,-2.742412115,-0.6448729433,-0.8061011569,3.354501311,-6.897093285
,0,0,1635,-2.742344615,-0.6447374454,-0.8056937755,3.354571326,-6.897061212
,0,0,1636,-2.742277758,-0.6442026534,-0.8036594335,3.354646545,-6.89702918
,0,0,1637,-2.74217034,-0.644162324,-0.8030181047,3.354763537,-6.896997117
,0,0,1638,-2.742027591,-0.6434129495,-0.8002324703,3.354914751,-6.896965087
,0,0,1639,-2.742156333,-0.6440269126,-0.8024916799,3.354774179,-6.896933023
,0,0,1640,-2.742193343,-0.6438486035,-0.8021955007,3.354738804,-6.896900929
,0,0,1641,-2.742364291,-0.6448853954,-0.8061676359,3.354551341,-6.896868783
,0,0,1642,-2.742435414,-0.6449526847,-0.8066221574,3.354471854,-6.896836655
,0,0,1643,-2.742124083,-0.6437903166,-0.8020165063,3.354801557,-6.896804557
,0,0,1644,-2.741956388,-0.6432011937,-0.7996117968,3.35497771,-6.896772486
,0,0,1645,-2.742185992,-0.6442021214,-0.8033350746,3.354737997,-6.896740377
,0,0,1646,-2.742296728,-0.6444011477,-0.8044554325,3.354618614,-6.896708258
,0,0,1647,-2.742381467,-0.644844258,-0.8065572817,3.354523955,-6.89667614
,0,0,1648,-2.742334931,-0.6442647968,-0.8042607425,3.354580692,-6.896644008
,0,0,1649,-2.742067071,-0.6437039925,-0.8018196523,3.354864903,-6.896611858
,0,0,1650,-2.742102481,-0.6437517579,-0.8017254172,3.354825961,-6.896579686
,0,0,1651,-2.742213995,-0.6441914098,-0.8036507355,3.354704341,-6.896547571
,0,0,1652,-2.74248752,-0.6449071675,-0.8069135456,3.35441726,-6.89651543
,0,0,1653,-2.742372309,-0.6448729831,-0.806485509,3.354539229,-6.896483281
,0,0,1654,-2.742474584,-0.6449999357,-0.8068878648,3.354428707,-6.896451096
,0,0,1655,-2.742312093,-0.644530715,-0.8054338069,3.354599119,-6.896418918
,0,0,1656,-2.742274309,-0.6441212077,-0.8038329049,3.354642537,-6.896386761
,0,0,1657,-2.742170618,-0.6440976686,-0.8034319988,3.354755424,-6.896354593
,0,0,1658,-2.74216904,-0.6438879582,-0.8028307684,3.354755953,-6.896322426
,0,0,1659,-2.742342569,-0.6447054768,-0.8062783745,3.354567801,-6.896290264
,0,0,1660,-2.742284707,-0.6440671383,-0.8036710006,3.354635702,-6.89625808
,0,0,1661,-2.74206107,-0.6435402672,-0.8013383011,3.354874342,-6.896225886
,0,0,1662,-2.742014711,-0.6431112847,-0.7993754304,3.354924332,-6.896193725
,0,0,1663,-2.742225916,-0.6440440773,-0.8031503085,3.354694637,-6.896161527
,0,0,1664,-2.742278134,-0.6442634961,-0.8044947458,3.354636432,-6.896129278
,0,0,1665,-2.742357494,-0.6447299052,-0.8062395318,3.354556915,-6.896097036
,0,0,1666,-2.742417415,-0.6447441379,-0.8066665009,3.354489537,-6.896064793
,0,0,1667,-2.742383903,-0.6447138667,-0.8062544569,3.354521951,-6.896032553
,0,0,1668,-2.74223799,-0.6438405485,-0.8027807182,3.354682295,-6.896000331
,0,0,1669,-2.742042401,-0.6434327797,-0.8006582114,3.35489015,-6.89596808
,0,0,1670,-2.742023346,-0.643233907,-0.8002419734,3.354907094,-6.895935822
,0,0,1671,-2.742231881,-0.6441474416,-0.8039577629,3.354680137,-6.89590356
,0,0,1672,-2.74224733,-0.6439518083,-0.8033254788,3.354668133,-6.895871282
,0,0,1673,-2.742330109,-0.644652486,-0.8057412432,3.354578139,-6.895839002
,0,0,1674,-2.742426597,-0.6447231709,-0.8061074667,3.35447262,-6.895806699
,0,0,1675,-2.742393968,-0.644713452,-0.8060540178,3.354503961,-6.895774412
,0,0,1676,-2.742230429,-0.6439936889,-0.8034030172,3.354676149,-6.895742118
,0,0,1677,-2.742110877,-0.6436479415,-0.8011541518,3.354811141,-6.895709817
,0,0,1678,-2.74199608,-0.6430511363,-0.7990577041,3.354931468,-6.895677534
,0,0,1679,-2.742227613,-0.6440884608,-0.8035069013,3.354680976,-6.895645284
,0,0,1680,-2.742250818,-0.643937901,-0.8029862311,3.35466208,-6.895612993
,0,0,1681,-2.742374626,-0.6447509293,-0.8061116823,3.354529002,-6.895580657
,0,0,1682,-2.742438576,-0.6447596935,-0.8060485716,3.354458366,-6.895548329
,0,0,1683,-2.742342869,-0.6445170464,-0.8054067146,3.354556217,-6.895516013
,0,0,1684,-2.742255036,-0.6440725533,-0.8031092334,3.354646716,-6.895483663
,0,0,1685,-2.7421423,-0.6439407373,-0.8021871775,3.354772371,-6.895451259
,0,0,1686,-2.742158752,-0.64379222,-0.8022050793,3.354753127,-6.895418865
,0,0,1687,-2.742382706,-0.644746694,-0.806160494,3.354508728,-6.895386476
,0,0,1688,-2.742265713,-0.6440348226,-0.8035399102,3.354635572,-6.895354107
,0,0,1689,-2.742147168,-0.6438976536,-0.802058546,3.354763718,-6.895321746
,0,0,1690,-2.741944623,-0.643177879,-0.799637011,3.354972564,-6.895289399
,0,0,1691,-2.742261367,-0.6441613893,-0.8034607686,3.35463921,-6.895256987
,0,0,1692,-2.742199631,-0.6438839561,-0.8025451495,3.354703465,-6.895224567
,0,0,1693,-2.742320141,-0.6447568237,-0.8058083742,3.35456985,-6.895192157
,0,0,1694,-2.742432872,-0.6447794624,-0.8055869545,3.354451637,-6.895159699
,0,0,1695,-2.742180926,-0.6437653182,-0.8014554273,3.354720681,-6.895127267
,0,0,1696,-2.742001051,-0.6432577833,-0.7998798852,3.354906074,-6.895094855
,0,0,1697,-2.742189785,-0.64428031,-0.803554111,3.354709304,-6.895062434
,0,0,1698,-2.742299459,-0.6444582281,-0.8044477916,3.354590998,-6.895030008
,0,0,1699,-2.742359625,-0.6446999916,-0.8056075239,3.354523674,-6.894997599
,0,0,1700,-2.742307948,-0.6442563216,-0.8038713437,3.354582572,-6.894965179
,0,0,1701,-2.742149961,-0.6441052379,-0.8031700697,3.354750307,-6.894932781
,0,0,1702,-2.742009565,-0.6434628801,-0.8004048278,3.354893032,-6.89490042
,0,0,1703,-2.742325256,-0.6443900637,-0.8041040758,3.354561151,-6.894868059
,0,0,1704,-2.742426905,-0.6448096922,-0.8061613298,3.35445052,-6.894835646
,0,0,1705,-2.742241104,-0.6445197916,-0.8047860237,3.354646749,-6.894803232
,0,0,1706,-2.742191856,-0.6441234823,-0.8031874111,3.354695553,-6.894770803
,0,0,1707,-2.742186502,-0.64414999,-0.8030690492,3.354702373,-6.894738355
,0,0,1708,-2.74214535,-0.6439216558,-0.8025475601,3.35474573,-6.894705911
,0,0,1709,-2.742267901,-0.6447624917,-0.805733915,3.35461209,-6.894673453
,0,0,1710,-2.742149776,-0.6441450707,-0.8031373084,3.35473376,-6.894640963
,0,0,1711,-2.742139207,-0.6439564751,-0.8024872044,3.354750516,-6.89460848
,0,0,1712,-2.741994062,-0.6434025389,-0.8002480629,3.354904459,-6.894576018
,0,0,1713,-2.742071394,-0.6442167466,-0.8029943797,3.354818162,-6.89454354
,0,0,1714,-2.742097387,-0.6440196425,-0.8025394758,3.354790918,-6.894511052
,0,0,1715,-2.742375598,-0.644946321,-0.8062462455,3.354493851,-6.894478556
,0,0,1716,-2.74237254,-0.6448800496,-0.8060866857,3.354494861,-6.894446014
,0,0,1717,-2.742185224,-0.6446459898,-0.8051084197,3.354690214,-6.89441347
,0,0,1718,-2.741988547,-0.6435833664,-0.8007004041,3.354896264,-6.894380937
,0,0,1719,-2.742073856,-0.6437406087,-0.8011962137,3.354810132,-6.894348439
,0,0,1720,-2.742084293,-0.6438653328,-0.8019474231,3.35479683,-6.894315906
,0,0,1721,-2.742195287,-0.6447649385,-0.8052495635,3.35467392,-6.894283383
,0,0,1722,-2.742089395,-0.6441553794,-0.803090761,3.354782459,-6.894250871
,0,0,1723,-2.742102307,-0.6442062023,-0.8032104893,3.35477081,-6.894218326
,0,0,1724,-2.741950405,-0.643522379,-0.8006176596,3.354933782,-6.894185755
,0,0,1725,-2.742008136,-0.6440761525,-0.8025600387,3.354870503,-6.894153177
,0,0,1726,-2.742005719,-0.6440042702,-0.8022552358,3.354868263,-6.89412063
,0,0,1727,-2.742245234,-0.6449644194,-0.8064632482,3.354612614,-6.894088049
,0,0,1728,-2.742318584,-0.645014109,-0.8068512847,3.354534991,-6.894055421
,0,0,1729,-2.741940335,-0.6438741568,-0.8019668104,3.354938157,-6.894022822
,0,0,1730,-2.741835547,-0.6433453712,-0.7996403166,3.35504655,-6.89399022
,0,0,1731,-2.742108196,-0.6444124191,-0.8040002196,3.354753738,-6.893957606
,0,0,1732,-2.74211311,-0.6443917733,-0.804150034,3.354748126,-6.89392498
,0,0,1733,-2.742151517,-0.6448381381,-0.8055503024,3.354704463,-6.893892344
,0,0,1734,-2.742031874,-0.6441772615,-0.8033111014,3.35482721,-6.893859682
,0,0,1735,-2.741912852,-0.6435269432,-0.8002114107,3.354955132,-6.893827019
,0,0,1736,-2.741974711,-0.6436964583,-0.8009908586,3.35488845,-6.893794371
,0,0,1737,-2.742110313,-0.644708306,-0.8050178156,3.35474044,-6.893761719
,0,0,1738,-2.742166983,-0.644909614,-0.806095281,3.354675369,-6.89372906
,0,0,1739,-2.742115054,-0.6445887233,-0.8050488172,3.354731432,-6.893696413
,0,0,1740,-2.74207101,-0.6442334627,-0.8039797384,3.354777813,-6.893663761
,0,0,1741,-2.741961501,-0.6443289981,-0.8037455709,3.354891738,-6.893631092
,0,0,1742,-2.741884924,-0.6438894443,-0.8025941938,3.354969295,-6.893598416
,0,0,1743,-2.742081567,-0.6446427984,-0.8048972713,3.354756289,-6.893565729
,0,0,1744,-2.742072984,-0.6442486047,-0.8036799826,3.354771633,-6.893533025
,0,0,1745,-2.741913061,-0.6441092594,-0.8031226799,3.354939826,-6.893500312
,0,0,1746,-2.741748598,-0.6433486258,-0.8002328083,3.355111263,-6.893467579
,0,0,1747,-2.742001496,-0.6442989111,-0.8035448207,3.354843149,-6.893434858
,0,0,1748,-2.741935611,-0.6439206507,-0.8027071106,3.354912926,-6.89340213
,0,0,1749,-2.742001693,-0.6442263563,-0.803291086,3.354842194,-6.893369413
,0,0,1750,-2.742128565,-0.6444188077,-0.8041669605,3.354707281,-6.893336686
,0,0,1751,-2.741917048,-0.6437703928,-0.8020117457,3.354932028,-6.893303976
,0,0,1752,-2.741746416,-0.6433555794,-0.8004975303,3.355108947,-6.893271256
,0,0,1753,-2.741949313,-0.6443523116,-0.804239866,3.354894653,-6.893238539
,0,0,1754,-2.742069863,-0.6446568243,-0.8060633064,3.354762285,-6.893205801
,0,0,1755,-2.742153791,-0.6449483983,-0.8069508175,3.354672672,-6.893173065
,0,0,1756,-2.742008461,-0.6442460853,-0.8044053324,3.354826448,-6.893140344
,0,0,1757,-2.741633216,-0.642966574,-0.798723946,3.355229321,-6.893107647
,0,0,1758,-2.741694415,-0.6430315205,-0.7987513437,3.355161423,-6.893074958
,0,0,1759,-2.741964899,-0.6441044634,-0.8032262208,3.354874473,-6.893042242
,0,0,1760,-2.742187834,-0.6448655364,-0.8067583853,3.354634547,-6.893009536
,0,0,1761,-2.74208082,-0.6448560277,-0.8067376636,3.354747709,-6.892976865
,0,0,1762,-2.742149048,-0.6448622583,-0.806686066,3.35467387,-6.892944171
,0,0,1763,-2.74209079,-0.6447829588,-0.8064838122,3.354729879,-6.892911461
,0,0,1764,-2.741941558,-0.6441152119,-0.8039510199,3.354886278,-6.892878758
,0,0,1765,-2.741816785,-0.6439625605,-0.8030786337,3.355021125,-6.892846072
,0,0,1766,-2.741751714,-0.64362763,-0.8016043888,3.355087446,-6.892813395
,0,0,1767,-2.741965343,-0.6443312094,-0.8046450967,3.354860637,-6.892780712
,0,0,1768,-2.742095193,-0.6446939723,-0.8065322849,3.354720078,-6.892748002
,0,0,1769,-2.741999452,-0.6447494058,-0.8065076706,3.35481889,-6.892715238
,0,0,1770,-2.741954494,-0.6442052458,-0.8042327617,3.354866961,-6.892682507
,0,0,1771,-2.741696038,-0.6430751401,-0.7995382971,3.355143056,-6.892649785
,0,0,1772,-2.741869474,-0.6438256105,-0.8026389476,3.354954419,-6.892617048
,0,0,1773,-2.741947507,-0.6446199962,-0.8061625959,3.35487037,-6.892584294
,0,0,1774,-2.742010178,-0.6446929161,-0.8067814908,3.354803148,-6.892551511
,0,0,1775,-2.741993362,-0.6446598407,-0.8066022614,3.354818,-6.892518763
,0,0,1776,-2.741890059,-0.644009239,-0.8041201111,3.354928396,-6.892486011
,0,0,1777,-2.741591308,-0.6432808756,-0.8010599081,3.355245375,-6.892453236
,0,0,1778,-2.741606017,-0.6431145379,-0.8001396206,3.355228874,-6.892420491
,0,0,1779,-2.741800769,-0.6440105674,-0.8039053022,3.355018537,-6.892387745
,0,0,1780,-2.741781763,-0.6437998296,-0.8034121667,3.355038199,-6.892354934
,0,0,1781,-2.74188057,-0.6445231539,-0.8060734903,3.354928902,-6.892322128
,0,0,1782,-2.74195399,-0.6444733226,-0.8058905291,3.354849476,-6.892289329
,0,0,1783,-2.74183059,-0.6438799079,-0.8032683888,3.354978991,-6.892256531
,0,0,1784,-2.74170984,-0.6433863098,-0.8014445308,3.355106345,-6.892223734
,0,0,1785,-2.741593038,-0.6434363012,-0.8016737755,3.355230115,-6.892190952
,0,0,1786,-2.741540587,-0.6430856696,-0.800770872,3.355285306,-6.892158127
,0,0,1787,-2.741760846,-0.6440805571,-0.8045866774,3.355044432,-6.892125356
,0,0,1788,-2.741727379,-0.6437636754,-0.8037261947,3.35508471,-6.892092614
,0,0,1789,-2.741820681,-0.6445480849,-0.8066182098,3.354983774,-6.892059842
,0,0,1790,-2.741844421,-0.6440130096,-0.8037404065,3.354960371,-6.892027042
,0,0,1791,-2.741805928,-0.6440047365,-0.8039213784,3.355000544,-6.891994224
,0,0,1792,-2.741776883,-0.6438688542,-0.8036031603,3.35503017,-6.891961378
,0,0,1793,-2.741605974,-0.6438397037,-0.803393205,3.355205986,-6.891928504
,0,0,1794,-2.741598473,-0.6435599656,-0.8027498071,3.355217231,-6.891895638
,0,0,1795,-2.741857594,-0.6445601173,-0.806964252,3.354936979,-6.891862813
,0,0,1796,-2.741751178,-0.6438957569,-0.8045931118,3.355053173,-6.891829955
,0,0,1797,-2.741604842,-0.6437291092,-0.8034089561,3.355209449,-6.891797091
,0,0,1798,-2.741381362,-0.6424585692,-0.7981466075,3.355449456,-6.891764204
,0,0,1799,-2.74161175,-0.643639219,-0.8026486356,3.355199887,-6.891731295
,0,0,1800,-2.741647321,-0.6436127416,-0.803197111,3.355166595,-6.891698388
,0,0,1801,-2.741772712,-0.6445167446,-0.806822925,3.355029779,-6.891665469
,0,0,1802,-2.741885017,-0.644562855,-0.806849465,3.354912933,-6.891632594
,0,0,1803,-2.74159888,-0.6434457768,-0.8024294806,3.355218469,-6.891599684
,0,0,1804,-2.741455687,-0.6429504017,-0.8004911803,3.355371744,-6.891566782
,0,0,1805,-2.741599089,-0.64396522,-0.8041895992,3.355214214,-6.891533916
,0,0,1806,-2.741744727,-0.6441973742,-0.8059289951,3.355062092,-6.891501011
,0,0,1807,-2.741701992,-0.6438349076,-0.8040932303,3.355108306,-6.89146807
,0,0,1808,-2.741662104,-0.6434281041,-0.8023171759,3.355156291,-6.891435145
,0,0,1809,-2.741521515,-0.6435556601,-0.8025999907,3.355307322,-6.891402216
,0,0,1810,-2.741652474,-0.6438430373,-0.8039173253,3.355170066,-6.89136926
,0,0,1811,-2.741802389,-0.6444318623,-0.8067214593,3.355009752,-6.891336288
,0,0,1812,-2.741830213,-0.6443867432,-0.8068376951,3.354982957,-6.891303295
,0,0,1813,-2.741692259,-0.6443504237,-0.8065014442,3.355128602,-6.891270276
,0,0,1814,-2.741584686,-0.6436553893,-0.8036779091,3.355247115,-6.89123723
,0,0,1815,-2.741457468,-0.6428994702,-0.8001911049,3.355385933,-6.891204189
,0,0,1816,-2.741435134,-0.6428631869,-0.80020919,3.355412149,-6.891171141
,0,0,1817,-2.741584086,-0.6439388332,-0.8045520509,3.3552526,-6.891138091
,0,0,1818,-2.741547398,-0.6435849441,-0.8037457459,3.355293294,-6.891105026
,0,0,1819,-2.741781441,-0.644541591,-0.8076292936,3.355043508,-6.891071923
,0,0,1820,-2.741783086,-0.6445316283,-0.8077590762,3.355039536,-6.891038826
,0,0,1821,-2.741620091,-0.6441205952,-0.8060113545,3.355218594,-6.891005722
,0,0,1822,-2.741547136,-0.6435506843,-0.8032864634,3.355297519,-6.890972629
,0,0,1823,-2.741565965,-0.6437328569,-0.8041466921,3.355280375,-6.890939538
,0,0,1824,-2.741481411,-0.6434293238,-0.8031900435,3.3553726,-6.890906498
,0,0,1825,-2.741653497,-0.644356945,-0.8068204072,3.355189372,-6.890873367
,0,0,1826,-2.74156131,-0.6436749483,-0.8044495848,3.355290406,-6.890840205
,0,0,1827,-2.74145677,-0.6433033896,-0.8025684657,3.355403942,-6.890807055
,0,0,1828,-2.741347924,-0.6428507555,-0.8008582827,3.355521615,-6.890773885
,0,0,1829,-2.741436805,-0.6436551221,-0.803531259,3.355426024,-6.890740712
,0,0,1830,-2.74148055,-0.6434845136,-0.80333005,3.355383072,-6.890707486
,0,0,1831,-2.741723748,-0.6443671043,-0.8067376983,3.355123802,-6.890674297
,0,0,1832,-2.741726098,-0.6443368548,-0.8073116912,3.355123018,-6.890641146
,0,0,1833,-2.741554707,-0.6441187756,-0.8064841301,3.35530662,-6.890607977
,0,0,1834,-2.741449119,-0.6435675175,-0.8045759986,3.355420163,-6.890574804
,0,0,1835,-2.741475015,-0.6436447847,-0.8046145915,3.35539526,-6.890541592
,0,0,1836,-2.741462938,-0.6433975456,-0.8032080087,3.355412711,-6.890508353
,0,0,1837,-2.741512967,-0.6439377778,-0.8054196401,3.355360008,-6.890475096
,0,0,1838,-2.7414956,-0.6435544583,-0.8038298084,3.355381408,-6.890441814
,0,0,1839,-2.741447551,-0.6435285004,-0.8037057142,3.355433953,-6.890408512
,0,0,1840,-2.741398343,-0.6433424497,-0.8036747805,3.355485803,-6.89037522
,0,0,1841,-2.741441419,-0.6436192891,-0.8042911064,3.355439929,-6.890341871
,0,0,1842,-2.741395933,-0.643165448,-0.8028478476,3.3554887,-6.890308523
